,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Rating,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
1777,32,26716.09,2372.340833333333,4,5,3.0,17.0,4.1,1.0,643.89,34.067367518238825,55.139932860142096,75.50726,386.58688,616.076014675217,0,0,1,1,0
1779,33,26716.09,2372.340833333333,4,5,3.0,17.0,4.1,1.0,643.89,34.974269507627405,55.139932860142096,90.82555,351.26862,687.5120481720655,0,0,1,1,0
1808,40,20540.49,1859.7075,0,102,1.0,3.0,7.09,2.0,1118.37,29.796421237107374,8.821659718564948,25.470293,391.6788,692.1968986729246,0,1,0,1,0
1809,40,20540.49,1859.7075,0,4,1.0,0.0,7.09,2.0,1118.37,27.40953711975079,8.821659718564948,18.185917,398.96317,727.465857212768,0,1,0,1,0
1812,40,20540.49,1859.7075,0,4,1.0,3.0,9.09,2.0,1118.37,36.18479597929397,8.821659718564948,141.0747,326.07437,639.2134297796645,0,1,0,1,0
1816,51,38175.39,3287.2825,1,2,3.0,8.0,11.81,2.0,315.36,31.080874769090208,69.05565634105422,161.4186,368.254,723.8401435044943,0,1,0,1,0
1818,51,38175.39,3287.2825,1,2,3.0,8.0,11.81,2.0,315.36,30.024663123205148,69.05565634105422,68.035904,441.6367,703.1382239560096,0,1,0,1,0
1819,51,38175.39,3287.2825,1,2,3.0,8.0,11.81,2.0,315.36,33.49406917934875,69.05565634105422,327.21405,212.45854,723.7076391121138,0,1,0,1,0
1822,52,38175.39,3287.2825,1,2,3.0,8.0,11.81,2.0,315.36,31.07104082689316,69.05565634105422,110.49627,409.17633,705.1001431396061,0,1,0,1,0
1865,52,33200.52,2755.71,6,4,2.0,15.0,9.59,4.0,1290.73,30.05494267594717,28.064296618865253,182.43605,325.07065,652.5970805595315,0,0,1,1,0
1867,52,33200.52,2755.71,6,4,2.0,15.0,9.59,4.0,1290.73,32.44904792779353,28.064296618865253,246.45233,281.05435,651.563483777226,0,0,1,1,0
1869,52,33200.52,2755.71,6,4,2.0,18.0,9.59,4.0,1290.73,29.959100717348267,28.064296618865253,281.80627,255.70041,663.0659953285627,0,0,1,1,0
1870,52,33200.52,2755.71,6,4,2.0,16.0,12.59,4.0,1290.73,34.26765228451971,28.064296618865253,36.790325,460.71637,624.9907943976478,0,0,1,1,0
1892,36,65778.22,5561.5183333333325,5,3,4.0,16.0,11.6,6.0,705.44,28.020098043353272,172.53053327914932,162.57835,471.04294,669.5226208467237,0,0,1,1,0
1895,37,65778.22,5561.5183333333325,5,3,4.0,18.0,11.6,6.0,705.44,31.106051302332865,172.53053327914932,90.12282,543.4985,641.3656025554319,0,0,1,1,0
1905,50,19180.87,1688.405833333333,8,4,4.0,17.0,9.32,1.0,1127.57,28.23786490974328,57.36421100960239,212.84758,188.62878,619.2493120081334,0,0,1,1,0
1908,50,19180.87,1688.405833333333,8,4,4.0,16.0,12.32,6.0,1127.57,37.26595427091785,57.36421100960239,19.659262,341.8171,651.0722021178394,0,0,1,1,0
1911,50,19180.87,1688.405833333333,8,4,4.0,17.0,9.32,6.0,1127.57,29.46533771819808,57.36421100960239,107.98323,263.49313,630.9674904879545,0,0,1,1,0
1952,21,30197.28,2594.44,5,7,4.0,11.0,17.0,5.0,811.08,35.865240972226424,57.08103770858573,227.23404,265.12894,583.8479441325401,0,0,1,0,1
1954,21,30197.28,2594.44,5,7,4.0,13.0,17.0,5.0,811.08,30.89751936138652,57.08103770858573,32.026894,420.33606,588.6481465195911,0,0,1,0,1
1958,21,30197.28,2594.44,5,7,4.0,13.0,17.0,5.0,811.08,28.956337026858183,57.08103770858573,63.783627,398.57935,636.5571662507616,0,0,1,0,1
1982,35,19623.18,1806.265,9,8,2.0,14.0,11.26,16.0,1369.54,27.78569919487518,19.758727796221923,105.147,315.72076,557.3905918220779,0,0,1,0,1
2009,21,31069.32,2361.11,2,3,2.0,2.0,5.78,2.0,343.6,32.998679547291765,34.16860445031557,190.57484,301.36755,720.9847200831359,0,1,0,1,0
2011,21,31069.32,2361.11,2,3,2.0,2.0,7.78,7.0,343.6,30.243915103564987,34.16860445031557,65.39582,386.54657,608.0474684461458,0,1,0,1,0
2057,14,35133.49,2883.790833333333,4,4,3.0,12.0,7.29,4.0,586.6,36.06031824640175,45.8929106371186,101.13658,411.34958,596.836962170016,0,0,1,0,1
2058,14,35133.49,2883.790833333333,4,4,3.0,12.0,7.29,4.0,586.6,31.6111205872662,45.8929106371186,23.623238,458.86295,598.128241696398,0,0,1,0,1
2081,55,36154.19,3247.849166666667,5,3,2.0,8.0,8.39,2.0,651.85,34.072703816035755,30.645027242347588,329.09152,245.04836,685.2286226421777,0,1,0,1,0
2086,55,36154.19,3247.849166666667,5,3,2.0,8.0,10.39,2.0,651.85,30.26801904482136,30.645027242347588,404.81946,179.32043,709.689218852848,0,1,0,1,0
2109,46,49889.38,4359.448333333333,6,7,0.0,17.0,5.12,2.0,1450.37,32.73568640003275,0.0,223.65764,492.2872,677.6875862316778,0,1,0,1,0
2110,46,49889.38,4359.448333333333,6,7,0.0,15.0,5.12,7.0,1450.37,28.772217690591397,0.0,97.13817,578.80664,621.9647954768213,0,1,0,1,0
2111,46,49889.38,4359.448333333333,6,7,0.0,17.0,5.12,7.0,1450.37,35.22633842598865,0.0,55.68482,630.26,691.2440611952145,0,1,0,1,0
2129,39,20742.46,1801.5383333333327,5,4,5.0,19.0,16.0,8.0,1319.87,35.459820956162616,60.06611255618279,25.271553,334.81616,651.9293879588373,0,0,1,0,1
2133,39,20742.46,1801.5383333333327,5,4,5.0,22.0,16.0,8.0,1319.87,28.354002273246227,60.06611255618279,68.49704,311.5907,616.7372156153115,0,0,1,0,1
2195,15,33453.08,2658.7566666666667,10,10,2.0,8.0,9.3,8.0,1498.09,34.05010982397145,30.759833670728675,72.01386,413.10196,617.2433899576965,0,0,1,0,1
2198,15,33453.08,2658.7566666666667,10,10,2.0,5.0,9.3,8.0,1498.09,27.68167973678382,30.759833670728675,119.75065,395.36517,621.7049576068156,0,0,1,0,1
2247,33,15713.83,1313.4858333333334,7,8,2.0,12.0,14.39,7.0,2271.53,32.034585992065466,20.30880921277818,28.753351,322.28644,645.1337038910433,0,0,1,0,1
2272,21,38539.57,3438.630833333333,4,2,1.0,1.0,8.42,0.0,526.62,27.34780113011149,22.68327916735256,277.01834,324.16147,691.0659821755728,0,1,0,1,0
2280,47,48411.24,4306.27,8,3,4.0,10.0,4.04,1.0,821.27,31.971702422058826,82.22147115066043,167.27339,431.13214,711.6009697405956,0,1,0,1,0
2283,47,48411.24,4306.27,8,3,4.0,14.0,4.04,1.0,821.27,32.37493076237675,82.22147115066043,152.92377,445.48178,663.902975340603,0,1,0,1,0
2287,47,48411.24,4306.27,8,3,4.0,11.0,4.04,3.0,821.27,31.093776229197005,82.22147115066043,326.5092,301.89633,681.8679796919248,0,1,0,1,0
2288,23,47275.96,4238.663333333334,6,3,4.0,18.0,9.43,2.0,302.1,32.40579414086854,121.9288771955476,75.56461,476.37283,688.6866413159402,0,1,0,1,0
2294,24,47275.96,4238.663333333334,6,3,4.0,20.0,9.43,3.0,302.1,36.95763162629893,121.9288771955476,87.27612,464.66135,721.8438236851304,0,1,0,1,0
2329,33,75881.16,6535.43,10,6,6.0,19.0,9.94,11.0,2321.23,30.7300058692764,232.38471755649792,333.49664,367.66162,483.85643685227024,1,0,0,0,1
2343,29,36490.98,2828.9150000000004,4,5,4.0,19.0,7.75,12.0,581.05,36.28711306382671,92.35158351990316,72.89077,387.64914,620.71053431761,0,0,1,0,1
2347,18,30743.6,2557.9666666666667,5,4,1.0,13.0,14.76,4.0,401.53,28.35545825693632,20.42494218219954,82.91105,402.46066,655.0209199203017,0,0,1,0,1
2349,19,30743.6,2557.9666666666667,5,4,1.0,11.0,14.76,5.0,401.53,28.93201033082468,20.42494218219954,301.1362,224.23553,605.7231895192167,0,0,1,0,1
2350,19,30743.6,2557.9666666666667,5,4,1.0,13.0,14.76,5.0,401.53,36.82346933340807,20.42494218219954,35.933453,449.43826,665.8867432515625,0,0,1,0,1
2368,14,32128.24,2693.353333333333,6,4,7.0,20.0,10.61,8.0,465.04,36.61543379504429,103.45621325048674,239.30177,216.57735,649.2486223252787,0,0,1,0,1
2369,14,32128.24,2693.353333333333,6,4,7.0,20.0,10.61,8.0,465.04,34.9497076215936,103.45621325048674,46.582245,369.29688,638.9977978057899,0,0,1,0,1
2370,14,32128.24,2693.353333333333,6,4,7.0,20.0,10.61,8.0,465.04,29.849529417918426,103.45621325048674,137.6555,288.2236,614.2934670786309,0,0,1,0,1
2372,14,32128.24,2693.353333333333,6,4,7.0,20.0,10.61,8.0,465.04,36.04695238301208,103.45621325048674,151.79526,274.08386,653.5145979262994,0,0,1,0,1
2375,14,32128.24,2693.353333333333,6,4,7.0,20.0,10.61,8.0,465.04,35.75913886979385,103.45621325048674,56.648518,359.2306,659.1462077325879,0,0,1,0,1
2394,43,19310.62,1630.218333333333,9,6,5.0,8.0,12.87,10.0,1306.08,35.42993267323372,71.36509611248181,80.85127,300.80548,426.4187328262816,0,0,1,0,1
2395,43,19310.62,1463.0931384422138,9,6,5.0,9.0,13.87,10.0,1306.08,28.108822404353443,238.4902910036012,103.20715,278.4496,585.0603414882336,0,0,1,0,1
2428,30,80591.2,6453.9333333333325,4,4,2.0,8.0,16.62,7.0,2024.84,28.0256343608135,97.89725769153412,193.35565,604.14044,386.746527579706,0,0,1,0,1
2450,34,53071.47,4656.6225,8,5,8.0,19.0,8.05,10.0,1740.38,32.137392245001195,208.4834480479053,451.54214,95.63666,559.1985161207775,1,0,0,0,1
2454,35,53071.47,4656.6225,8,5,8.0,19.0,11.05,10.0,1740.38,28.58506015868021,208.4834480479053,120.3219,406.8569,606.3949851443377,1,0,0,0,1
2482,54,55662.64,4900.553333333333,4,6,3.0,19.0,11.06,2.0,1078.02,28.318224263862163,90.9499455688362,44.571316,594.53406,595.0291503200651,0,0,1,0,1
2483,54,55662.64,4900.553333333333,4,6,3.0,19.0,11.06,2.0,1078.02,34.13460736826202,90.9499455688362,77.64174,571.4636,658.0814531529371,0,0,1,0,1
2486,54,55662.64,4900.553333333333,4,6,3.0,16.0,11.06,2.0,1078.02,30.489543287700968,90.9499455688362,104.394684,554.7107,625.1967375803952,0,0,1,0,1
2517,34,50811.27,4387.2725,6,4,3.0,14.0,8.01,5.0,1274.59,32.43121733478084,107.32946356018452,44.45415,526.94366,603.6632933883117,0,0,1,0,1
2562,31,14884.465,1538.3720833333334,8,5,4.0,17.0,6.79,4.0,1122.86,35.54806105105894,37.78683849202279,171.71024,234.34013,641.4710440060863,0,1,0,1,0
2564,-500,14884.465,1538.3720833333334,8,5,4.0,14.0,6.79,4.0,1122.86,29.29814927372909,37.78683849202279,128.24184,267.80853,497.6001175313876,0,1,0,1,0
2582,46,50847.22,4156.268333333333,3,6,1.0,19.0,6.4,0.0,486.71,33.695174547134016,23.78387812950614,108.46609,533.3769,582.1078320391598,0,0,1,0,1
2583,46,50847.22,4156.268333333333,3,6,1.0,18.0,6.4,0.0,486.71,36.56803928792653,23.78387812950614,385.71744,276.12552,664.588174838998,0,0,1,0,1
2649,43,68665.76,5619.1466666666665,7,6,7.0,20.0,7.05,8.0,420.02,31.54511919830941,329.66606191159576,180.81688,301.43173,669.1202183656047,0,0,1,0,1
2655,43,68665.76,5619.1466666666665,7,6,7.0,20.0,7.05,11.0,420.02,36.207692093862185,329.66606191159576,201.1803,321.0683,599.0328544957563,0,0,1,0,1
2656,20,22500.52,1770.043333333333,5,3,5.0,16.0,16.61,7.0,864.7,34.665935103498704,65.0210261192878,174.44913,227.53418,664.8703987029528,0,0,1,0,1
2660,21,22500.52,1770.043333333333,5,3,5.0,17.0,11.61,7.0,864.7,28.835761738022253,65.0210261192878,52.282913,319.7004,700.8024291162958,0,0,1,0,1
2666,42,15305.46,1230.455,0,7,2.0,2.0,10.95,0.0,642.42,36.355200681086,20.301653868439384,103.45515,289.2887,590.8372717475136,0,1,0,1,0
2670,43,15305.46,1230.455,0,7,2.0,5.0,10.95,0.0,642.42,31.735241369310646,20.301653868439384,77.37641,315.36743,603.0978965354599,0,1,0,1,0
2671,43,15305.46,1230.455,0,7,2.0,2.0,15.95,0.0,642.42,27.52511297681479,20.301653868439384,64.77848,327.96536,667.860434929197,0,1,0,1,0
2690,23,9307.24,1013.6033333333336,4,3,3.0,12.0,13.78,5.0,486.05,34.55070300166961,20.88719603105331,53.744785,306.72836,655.4735528327966,0,0,1,0,1
2694,23,9307.24,1013.6033333333336,4,3,3.0,12.0,12.78,5.0,486.05,28.075528376452603,20.88719603105331,74.69621,295.77692,590.860243205291,0,0,1,0,1
2695,23,9307.24,1013.6033333333336,4,3,3.0,14.0,12.78,5.0,486.05,30.815045136024978,20.88719603105331,135.66031,234.81282,625.1926665846037,0,0,1,0,1
2712,22,69933.98,5561.831666666666,8,7,2.0,10.0,5.11,2.0,1446.37,28.442191124980745,86.40115819574194,262.1556,497.62637,626.8690181756353,0,0,1,0,1
2713,22,69933.98,5561.831666666666,8,7,2.0,10.0,8.11,2.0,1446.37,28.926776975967663,86.40115819574194,71.40055,648.3815,637.4637934243266,0,0,1,0,1
2716,23,69933.98,5561.831666666666,8,7,2.0,8.0,8.11,5.0,1446.37,33.999937191657125,86.40115819574194,184.36436,545.41766,615.3095187305371,0,0,1,0,1
2717,23,69933.98,5561.831666666666,8,7,2.0,10.0,8.11,5.0,1446.37,36.21743026505344,86.40115819574194,146.00992,573.7721,628.5500907361887,0,0,1,0,1
2762,43,17448.08,1315.0066666666671,9,5,9.0,20.0,9.5,12.0,2575.23,28.410698572183804,94.8548681541716,19.268059,267.37775,494.58615295586407,1,0,0,0,1
2880,36,18472.71,1392.3925,10,6,4.0,24.0,5.4,8.0,2031.89,29.292076656702147,60.82589002318093,46.94487,281.46848,354.9591129523553,1,0,0,0,1
2886,37,18472.71,1392.3925,10,6,4.0,25.0,5.4,10.0,2031.89,35.689492370058524,60.82589002318093,98.85454,269.5588,625.1789429300823,1,0,0,0,1
2893,54,42731.27,3300.939166666666,0,4,2.0,-3.0,10.2,1.0,511.85,31.14373729182544,50.85101407166152,148.13171,391.1112,616.9054001543229,0,1,0,1,0
2906,45,11968.51,1254.3758333333335,3,4,2.0,18.0,10.95,0.0,685.74,33.668080981956074,18.074485052910767,37.442295,349.9208,629.605337868102,0,0,1,1,0
2907,45,11968.51,1254.3758333333335,3,4,2.0,18.0,5.95,0.0,685.74,29.55612924252124,18.074485052910767,145.33633,252.02676,614.3241129491533,0,0,1,1,0
2909,45,11968.51,1254.3758333333335,3,4,2.0,19.0,10.95,0.0,685.74,31.34980857723964,18.074485052910767,135.97676,261.38632,607.0542780874728,0,0,1,1,0
2916,32,33386.25,2851.1875,7,5,3.0,10.0,6.97,6.0,1343.67,36.71501256569146,77.54612496646651,58.052826,409.5198,589.7999839796526,0,0,1,0,1
2918,32,33386.25,2851.1875,7,5,3.0,10.0,9.97,6.0,1343.67,29.69328164987493,77.54612496646651,80.66178,376.91086,660.1574849069325,0,0,1,0,1
2948,45,15932.725,1219.7270833333334,6,6,1.0,11.0,9.63,1.0,1124.16,27.65483493196817,13.26805418188136,30.961256,317.7434,683.2572043162543,0,0,1,0,1
2951,45,15932.725,1219.7270833333334,6,6,1.0,12.0,8.63,1.0,1124.16,28.410961481040545,13.26805418188136,107.33124,271.3734,663.3100094097501,0,0,1,0,1
2953,43,55583.67,4816.9725,6,5,2.0,16.0,14.29,5.0,2019.51,27.426989900123925,69.73399853680547,130.305,531.65826,615.0591931979828,0,0,1,0,1
2959,44,55583.67,4816.9725,6,5,2.0,17.0,12.29,6.0,2019.51,31.481239658358728,69.73399853680547,141.74715,530.2161,637.1344051516435,0,0,1,0,1
2970,32,30399.06,2298.255,5,6,4.0,10.0,10.55,8.0,516.76,36.87001366288153,54.5282542011405,153.0157,282.28156,648.5453383932032,0,0,1,0,1
3001,39,28169.07,2449.4225,4,4,0.0,5.0,7.75,1.0,460.32,36.52081623768357,0.0,50.384228,434.558,714.9066188880132,0,1,0,1,0
3005,39,28169.07,2449.4225,4,4,0.0,3.0,7.75,1.0,460.32,34.14459927884939,0.0,151.58856,373.3537,687.2915242516746,0,1,0,1,0
3049,33,62874.96,5086.58,3,4,4.0,19.0,17.1,7.0,527.16,34.26612946215439,129.36640345231964,416.68643,232.60515,583.1234127456505,0,0,1,0,1
3129,14,85423.16,7000.596666666667,6,3,2.0,20.0,16.94,6.0,902.37,29.47403252970412,120.14163365552628,500.07397,359.84406,660.1158636223647,0,0,1,0,1
3131,15,85423.16,7000.596666666667,6,3,2.0,17.0,16.94,6.0,902.37,27.416689342232665,120.14163365552628,82.861015,747.057,626.5838230332711,0,0,1,0,1
3132,15,85423.16,7000.596666666667,6,3,2.0,17.0,16.94,6.0,902.37,37.385613187681386,120.14163365552628,353.49442,486.4236,632.9249159819818,0,0,1,0,1
3135,-500,85423.16,7000.596666666667,6,3,2.0,20.0,16.94,11.0,902.37,34.33997679378552,120.14163365552628,95.94045,733.9776,650.9006857924695,0,0,1,0,1
3143,29,20308.26,1684.3549999999998,6,5,6.0,11.0,11.13,15.0,1967.12,35.377848494174216,99.85674076065696,164.72072,193.85803,391.99117736602545,0,0,1,0,1
3193,41,35518.98,3068.9150000000004,8,6,3.0,16.0,15.52,8.0,1270.18,37.31156042219204,84.75534306438306,194.07768,298.05847,657.6710851188844,0,0,1,0,1
3194,41,35518.98,3068.9150000000004,8,6,3.0,14.0,15.52,8.0,1270.18,34.40417169796382,84.75534306438306,263.82095,248.3152,640.4587316188826,0,0,1,0,1
3196,41,35518.98,3068.9150000000004,8,6,3.0,16.0,15.52,8.0,1270.18,27.374213224350427,84.75534306438306,63.421715,398.71445,674.9615572619997,0,0,1,0,1
3203,43,8875.135,989.5945833333334,8,9,2.0,14.0,15.46,12.0,1353.77,27.71417817856982,9.058562005846758,124.16829,255.7326,512.873324581603,0,0,1,0,1
3226,22,48780.56,3835.046666666666,4,5,0.0,20.0,4.97,1.0,967.75,36.357456968558566,0.0,349.11453,324.39014,651.3655340350953,0,0,1,0,1
3230,23,48780.56,3835.046666666666,4,5,0.0,20.0,4.97,5.0,967.75,34.09293269061832,0.0,64.23193,559.2727,711.3402652206485,0,0,1,0,1
3241,43,48608.78,4300.731666666667,5,5,2.0,17.0,15.11,12.0,345.71,35.641549444251325,60.10848226180946,151.97156,467.99313,583.638483795912,0,0,1,0,1
3243,43,48608.78,4300.731666666667,5,5,2.0,17.0,15.11,12.0,345.71,27.276086275116896,60.10848226180946,518.60223,141.36243,610.2767018282503,0,0,1,0,1
3244,43,48608.78,4300.731666666667,5,5,2.0,17.0,16.11,12.0,345.71,36.53488119060909,60.10848226180946,105.67013,504.29456,581.865799036002,0,0,1,0,1
3309,25,44188.5,3413.375,8,9,7.0,20.0,4.41,10.0,2544.85,31.31574234461225,204.642111234487,304.54742,122.14796,535.1564137660829,1,0,0,0,1
3321,17,49447.74,4282.645,7,4,5.0,18.0,8.34,6.0,1286.68,33.639712896923825,147.00387042501058,302.38766,268.87296,609.9791771778106,0,0,1,0,1
3322,17,49447.74,4282.645,7,4,5.0,16.0,13.34,6.0,1286.68,29.066418002502196,147.00387042501058,448.0702,123.190445,668.1283958261479,0,0,1,0,1
3323,17,49447.74,4282.645,7,4,5.0,15.0,8.34,9.0,1286.68,34.479723605864045,147.00387042501058,229.66606,321.59457,669.0229732542631,0,0,1,0,1
3327,18,49447.74,4282.645,7,4,5.0,14.0,8.34,9.0,1286.68,29.94497481453301,147.00387042501058,359.38177,191.87886,657.4220242075471,0,0,1,0,1
3335,24,42941.85,3311.487500000001,6,9,3.0,17.0,13.92,7.0,2328.67,33.072853730113536,97.91556457857914,112.21646,371.01672,392.43211358956535,0,0,1,0,1
3368,22,88133.16,7147.43,2,4,0.0,3.0,9.5,0.0,1073.99,30.518016149319223,0.0,243.39693,721.34607,649.4774729394442,0,1,0,1,0
3369,22,88133.16,7147.43,2,4,0.0,5.0,9.5,0.0,1073.99,36.06094551264066,0.0,132.4289,822.3141,714.4474979424101,0,1,0,1,0
3378,40,27632.92,2312.7433333333333,8,3,3.0,13.0,8.99,3.0,1103.71,27.76013761314868,44.80729528056923,218.35374,258.1133,637.8131400252887,0,0,1,1,0
3379,40,27632.92,2312.7433333333333,8,3,3.0,15.0,8.99,3.0,1103.71,33.163835349028695,44.80729528056923,165.37881,301.08823,576.2091591283864,0,0,1,1,0
3380,40,27632.92,2312.7433333333333,8,3,3.0,13.0,8.99,3.0,1103.71,27.75304427649689,5064.0,297.6903,178.77672,480.4160239377521,0,0,1,1,0
3404,27,49023.22,4161.268333333333,5,5,2.0,12.0,11.48,3.0,270.2,33.589428419304255,62.741072947922326,173.94812,439.43765,602.6935313066222,0,0,1,1,0
3405,27,49023.22,4161.268333333333,5,5,2.0,10.0,11.48,3.0,270.2,35.853776186464884,62.741072947922326,404.3794,239.00635,667.3842518212164,0,0,1,1,0
3407,27,49023.22,4161.268333333333,5,5,2.0,9.0,11.48,3.0,270.2,33.95349915856089,62.741072947922326,44.56015,548.8256,613.9459917595174,0,0,1,1,0
3424,19,20978.49,1853.2075,6,142,3.0,7.0,12.32,8.0,2305.13,33.82108423423413,28.45284753399817,63.272495,343.5954,641.4887840295243,0,0,1,0,1
3427,19,20978.49,1853.2075,6,10,3.0,10.0,12.32,8.0,2305.13,33.27690770066829,28.45284753399817,69.955894,336.91202,583.0905507528228,0,0,1,0,1
3429,20,20978.49,1853.2075,6,10,3.0,10.0,12.32,8.0,2305.13,35.48957738305932,28.45284753399817,21.702106,385.1658,666.7439057073822,0,0,1,0,1
3444,19,30029.59,2406.465833333333,0,4,4.0,10.0,4.48,1.0,466.13,30.236485697548545,68.42705998765183,86.3232,335.89633,590.7485526336307,0,1,0,1,0
3459,41,63331.9,5149.658333333334,5,4,0.0,17.0,8.86,6.0,362.71,35.70494721393167,0.0,167.19063,617.7752,584.0845364531671,0,0,1,0,1
3461,42,63331.9,5149.658333333334,5,4,0.0,19.0,4.86,6.0,362.71,35.92489019289197,0.0,182.86328,582.10254,593.226650629369,0,0,1,0,1
3470,36,24069.55,1861.287841965388,7,7,0.0,21.0,13.02,9.0,315.97,35.20807102480346,263.5079913679457,24.459517,438.02008,724.6015979790819,0,0,1,0,1
3513,20,78139.42,6315.618333333333,3,5,0.0,2.0,9.26,4.0,1116.88,29.760893521308173,0.0,394.8117,506.75012,610.243858337672,0,1,0,1,0
3528,38,20193.59,1400.799166666667,3,3,5.0,12.0,11.42,6.0,1109.22,29.2914272557744,68.09053966676876,84.373146,257.61624,643.828589398259,0,0,1,0,1
3529,38,20193.59,1400.799166666667,3,3,5.0,12.0,11.42,6.0,1109.22,34.142687145227754,68.09053966676876,64.23482,297.75455,608.2600557755367,0,0,1,0,1
3532,38,20193.59,1400.799166666667,3,3,5.0,12.0,11.42,6.0,1109.22,32.241725817144484,68.09053966676876,90.48306,271.50632,632.1150693200491,0,0,1,0,1
3534,38,20193.59,1400.799166666667,3,3,5.0,12.0,11.42,6.0,1109.22,36.55777315403076,68.09053966676876,66.423065,275.5663,595.011172063893,0,0,1,0,1
3535,38,20193.59,1400.799166666667,3,3,5.0,12.0,9.42,6.0,1109.22,30.57884203182309,68.09053966676876,139.76389,222.2255,640.3767629568479,0,0,1,0,1
3542,31,62545.59,5133.1325,3,6,4.0,10.0,9.37,8.0,1138.71,31.570499531652445,174.41631843799283,500.63867,118.25825,596.9588808491114,0,0,1,0,1
3546,56,32011.89,2806.6575,2,6,3.0,7.0,6.1,1.0,1215.09,29.15517998221788,66.35744898663442,185.2994,309.0089,532.0296358000369,0,1,0,1,0
3562,30,23679.61,2266.300833333333,8,5,0.0,18.0,4.74,3.0,622.58,36.951377595283866,0.0,88.92245,427.70764,598.9496759298727,0,0,1,1,0
3591,32,59438.91,5086.2425,6,7,9.0,22.0,5.35,9.0,2259.86,28.44346547733041,362.2704969092495,166.82672,229.52702,596.397254357273,1,0,0,0,1
3608,32,74450.88,6139.240000000002,6,4,3.0,22.0,16.85,8.0,640.7,32.765352970275124,120.84655218492288,94.60997,638.46747,634.5641292590935,0,0,1,0,1
3609,32,74450.88,6139.240000000002,6,4,3.0,20.0,16.85,8.0,640.7,36.365240286038855,120.84655218492288,118.20139,614.87604,664.9940280948458,0,0,1,0,1
3650,24,16198.305,1089.85875,4,7,2.0,5.0,11.9,0.0,1439.09,32.92830632464205,14.35014610230254,124.05234,260.5834,687.1261858895413,0,1,0,1,0
3655,24,16198.305,1089.85875,4,7,2.0,5.0,11.9,0.0,1439.09,35.25468192743148,14.35014610230254,37.075806,317.55994,582.7931129035413,0,1,0,1,0
3665,24,21364.2,1728.35,3,3,1.0,16.0,9.1,6.0,1178.6,37.3567512267803,9.230471158627523,52.802338,380.8022,620.8400682524962,0,0,1,0,1
3671,24,21364.2,1728.35,3,3,1.0,15.0,9.1,6.0,1178.6,31.94484529355414,9.230471158627523,188.9983,264.6062,638.7763480527332,0,0,1,0,1
3784,37,44036.97,3884.7475,2,3,4.0,3.0,7.77,1.0,992.83,33.61485219639912,82.98637941706055,58.8417,496.64667,656.6423771158542,0,1,0,1,0
3785,37,44036.97,3884.7475,2,3,4.0,4.0,7.77,1.0,992.83,36.74899827470719,82.98637941706055,117.42751,438.06085,618.0014857215674,0,1,0,1,0
3796,18,12681.45,1191.7875,6,7,0.0,13.0,9.49,2.0,624.12,36.13880646006415,0.0,41.460564,347.71817,650.1103339483415,0,0,1,0,1
3833,46,36591.25,3115.270833333333,7,5,4.0,10.0,7.12,3.0,575.21,35.24952300511068,67.41331375213596,212.02533,292.08844,586.273366470144,0,0,1,1,0
3835,46,36591.25,3115.270833333333,7,5,4.0,13.0,7.12,3.0,575.21,36.847456139066246,67.41331375213596,71.84043,412.27335,590.2871966335036,0,0,1,1,0
